"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-01","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-02","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-03","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-04","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-05","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-06","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-07","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-08","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-09","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-10","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-11","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-12","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-13","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-14","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-15","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-16","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-17","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-18","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-19","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-20","2023","07","24","2.61E-6","NA","15"
"Advana","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-21","2023","07","24","2.61E-6","8.0E-5","18.1"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-01","2023","07","73.76","2.209E-5","0.00568","68.95"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-02","2023","07","73.76","2.209E-5","0.00641","69.3"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-03","2023","07","73.76","2.209E-5","0.00699","69.59"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-04","2023","07","73.76","2.209E-5","0.00727","69.75"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-05","2023","07","73.76","2.209E-5","0.00755","69.9"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-06","2023","07","73.76","2.209E-5","0.00806","70.08"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-07","2023","07","73.76","2.209E-5","0.00898","70.45"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-08","2023","07","73.76","2.209E-5","0.00965","70.7"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-09","2023","07","73.76","2.209E-5","0.01069","71"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-10","2023","07","73.76","2.209E-5","0.01491","72.21"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-11","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-12","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-13","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-14","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-15","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-16","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-17","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-18","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-19","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-20","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji - II","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-21","2023","07","73.76","2.209E-5","0.01619","72.5"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-01","2023","07","147.52","2.643E-5","0.01635","145.75"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-02","2023","07","147.52","2.643E-5","0.01635","145.75"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-03","2023","07","147.52","2.643E-5","0.01635","145.75"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-04","2023","07","147.52","2.643E-5","0.01645","145.77"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-05","2023","07","147.52","2.643E-5","0.01619","145.72"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-06","2023","07","147.52","2.643E-5","0.01619","145.72"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-07","2023","07","147.52","2.643E-5","0.01619","145.72"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-08","2023","07","147.52","2.643E-5","0.01608","145.7"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-09","2023","07","147.52","2.643E-5","0.01661","145.8"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-10","2023","07","147.52","2.643E-5","0.01837","146.13"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-11","2023","07","147.52","2.643E-5","0.01966","146.38"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-12","2023","07","147.52","2.643E-5","0.01966","146.38"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-13","2023","07","147.52","2.643E-5","0.01949","146.35"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-14","2023","07","147.52","2.643E-5","0.01949","146.35"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-15","2023","07","147.52","2.643E-5","0.01932","146.32"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-16","2023","07","147.52","2.643E-5","0.01916","146.29"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-17","2023","07","147.52","2.643E-5","0.019","146.26"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-18","2023","07","147.52","2.643E-5","0.01885","146.23"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-19","2023","07","147.52","2.643E-5","0.01869","146.2"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-20","2023","07","147.52","2.643E-5","0.01869","146.2"
"Aji-I","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-21","2023","07","147.52","2.643E-5","0.02034","146.5"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-01","2023","07","53.15","4.975E-5","0.01608","49.48"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-02","2023","07","53.15","4.975E-5","0.01825","49.89"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-03","2023","07","53.15","4.975E-5","0.02026","50.2"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-04","2023","07","53.15","4.975E-5","0.02098","50.3"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-05","2023","07","53.15","4.975E-5","0.02162","50.39"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-06","2023","07","53.15","4.975E-5","0.02169","50.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-07","2023","07","53.15","4.975E-5","0.02169","50.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-08","2023","07","53.15","4.975E-5","0.02169","50.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-09","2023","07","53.15","4.975E-5","0.02169","50.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-10","2023","07","53.15","4.975E-5","0.02284","50.56"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-11","2023","07","53.15","4.975E-5","0.02563","50.95"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-12","2023","07","53.15","4.975E-5","0.02695","51.1"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-13","2023","07","53.15","4.975E-5","0.02781","51.19"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-14","2023","07","53.15","4.975E-5","0.02848","51.26"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-15","2023","07","53.15","4.975E-5","0.02916","51.33"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-16","2023","07","53.15","4.975E-5","0.02983","51.4"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-17","2023","07","53.15","4.975E-5","0.03041","51.46"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-18","2023","07","53.15","4.975E-5","0.03098","51.52"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-19","2023","07","53.15","4.975E-5","0.03098","51.52"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-20","2023","07","53.15","4.975E-5","0.0413","52.47"
"Aji-III","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-21","2023","07","53.15","4.975E-5","0.04591","52.85"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-01","2023","07","20.4","3.983E-5","0.00326","15.12"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-02","2023","07","20.4","3.983E-5","0.00326","15.12"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-03","2023","07","20.4","3.983E-5","0.00326","15.12"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-04","2023","07","20.4","3.983E-5","0.00326","15.12"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-05","2023","07","20.4","3.983E-5","0.00341","15.2"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-06","2023","07","20.4","3.983E-5","0.00341","15.2"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-07","2023","07","20.4","3.983E-5","0.00364","15.32"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-08","2023","07","20.4","3.983E-5","0.00364","15.32"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-09","2023","07","20.4","3.983E-5","0.0039","15.46"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-10","2023","07","20.4","3.983E-5","0.0044","15.72"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-11","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-12","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-13","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-14","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-15","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-16","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-17","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-18","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-19","2023","07","20.4","3.983E-5","0.00457","15.81"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-20","2023","07","20.4","3.983E-5","0.00532","16.11"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2023-07-21","2023","07","20.4","3.983E-5","0.01119","17.47"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-01","2023","07","182.31","1.055E-5","0.00637","179.6"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-02","2023","07","182.31","1.055E-5","0.00637","179.6"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-03","2023","07","182.31","1.055E-5","0.0066","179.75"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-04","2023","07","182.31","1.055E-5","0.00793","180.7"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-05","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-06","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-07","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-08","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-09","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-10","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-11","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-12","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-13","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-14","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-15","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-16","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-17","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-18","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-19","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-20","2023","07","182.31","1.055E-5","0.00808","180.8"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-21","2023","07","182.31","1.055E-5","0.00808","180.8"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-01","2023","07","5.64","3.0E-5","0.00597","3.95"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-02","2023","07","5.64","3.0E-5","0.01035","4.3"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-03","2023","07","5.64","3.0E-5","0.01135","4.4"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-04","2023","07","5.64","3.0E-5","0.0116","4.41"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-05","2023","07","5.64","3.0E-5","0.0127","4.49"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-06","2023","07","5.64","3.0E-5","0.0127","4.49"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-07","2023","07","5.64","3.0E-5","0.01247","4.47"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-08","2023","07","5.64","3.0E-5","0.01247","4.47"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-09","2023","07","5.64","3.0E-5","0.0126","4.48"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-10","2023","07","5.64","3.0E-5","0.01218","4.45"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-11","2023","07","5.64","3.0E-5","0.0146","4.64"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-12","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-13","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-14","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-15","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-16","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-17","2023","07","5.64","3.0E-5","0.0167","4.78"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-18","2023","07","5.64","3.0E-5","0.0162","4.75"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-19","2023","07","5.64","3.0E-5","0.015","4.66"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-20","2023","07","5.64","3.0E-5","0.02015","5.02"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2023-07-21","2023","07","5.64","3.0E-5","0.03425","5.91"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-01","2023","07","60.41","1.118E-5","0.0017","55.86"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-02","2023","07","60.41","1.118E-5","0.00204","56.16"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-03","2023","07","60.41","1.118E-5","0.00312","57.01"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-04","2023","07","60.41","1.118E-5","0.00312","57.01"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-05","2023","07","60.41","1.118E-5","0.00312","57.01"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-06","2023","07","60.41","1.118E-5","0.00437","57.76"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-07","2023","07","60.41","1.118E-5","0.00437","57.76"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-08","2023","07","60.41","1.118E-5","0.00466","57.86"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-09","2023","07","60.41","1.118E-5","0.00466","57.86"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-10","2023","07","60.41","1.118E-5","0.00492","57.96"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-11","2023","07","60.41","1.118E-5","0.00544","58.16"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-12","2023","07","60.41","1.118E-5","0.00582","58.36"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-13","2023","07","60.41","1.118E-5","0.00582","58.36"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-14","2023","07","60.41","1.118E-5","0.00676","58.88"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-15","2023","07","60.41","1.118E-5","0.00709","59.01"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-16","2023","07","60.41","1.118E-5","0.00738","59.11"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-17","2023","07","60.41","1.118E-5","0.00738","59.11"
"Bagad","West flowing rivers of Kutch and Saurashtra including Luni Basin","Shetranjuli and other east flowing rivers","Gujarat","2023-07-18","2023","07","60.41","1.118E-5","0.00738","59.11"
